,Unnamed: 0,R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought.seconds.,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO.TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_BODY_att,R_avg_BODY_landed,R_avg_CLINCH_att,R_avg_CLINCH_landed,R_avg_DISTANCE_att,R_avg_DISTANCE_landed,R_avg_GROUND_att,R_avg_GROUND_landed,R_avg_HEAD_att,R_avg_HEAD_landed,R_avg_KD,R_avg_LEG_att,R_avg_LEG_landed,R_avg_PASS,R_avg_REV,R_avg_SIG_STR_att,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_att,R_avg_TD_landed,R_avg_TD_pct,R_avg_TOTAL_STR_att,R_avg_TOTAL_STR_landed,R_longest_win_streak,R_losses,R_avg_opp_BODY_att,R_avg_opp_BODY_landed,R_avg_opp_CLINCH_att,R_avg_opp_CLINCH_landed,R_avg_opp_DISTANCE_att,R_avg_opp_DISTANCE_landed,R_avg_opp_GROUND_att,R_avg_opp_GROUND_landed,R_avg_opp_HEAD_att,R_avg_opp_HEAD_landed,R_avg_opp_KD,R_avg_opp_LEG_att,R_avg_opp_LEG_landed,R_avg_opp_PASS,R_avg_opp_REV,R_avg_opp_SIG_STR_att,R_avg_opp_SIG_STR_landed,R_avg_opp_SIG_STR_pct,R_avg_opp_SUB_ATT,R_avg_opp_TD_att,R_avg_opp_TD_landed,R_avg_opp_TD_pct,R_avg_opp_TOTAL_STR_att,R_avg_opp_TOTAL_STR_landed,R_total_rounds_fought,R_total_time_fought.seconds.,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO.TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,R_odds,B_odds
1581,1582,Dennis Bermudez,Tatsuya Kawajiri,Keith Peterson,2016-02-21,"Pittsburgh, Pennsylvania, USA",Red,False,Featherweight,3,0,2,0,2.75,2.0,2.0,1.75,24.75,10.25,14.25,13.25,37.0,22.0,0.0,1.25,1.25,3.25,0.0,41.0,25.25,0.635,0.5,9.75,3.5,0.37,78.75,60.5,2,1,3.75,3.5,7.0,6.5,31.0,12.0,11.0,10.5,36.5,17.5,0.25,8.75,8.0,0.25,0.0,49.0,29.0,0.61,0.5,2.5,0.75,0.075,85.25,62.25,11,762.5,0,0,0,2,0,1,0,3,Orthodox,170.18,175.26,145,2,0,0,8.9,5.6,16.9,10.2,67.6,22.1,23.5,14.1,89.9,33.0,0.5,9.2,7.8,2.6,0.2,108.0,46.4,0.41100000000000003,1.1,6.9,2.9,0.426,139.6,73.6,7,3,10.0,7.3,15.0,9.7,59.7,21.7,5.1,3.2,64.4,23.3,0.6,5.4,4.0,0.8,0.1,79.8,34.6,0.428,0.5,2.8,0.2,0.10800000000000001,91.7,44.5,23,625.8,1,0,2,2,1,2,0,7,Orthodox,167.64,167.64,155.0,37.0,29.0,-355,295
1582,1583,Chris Camozzi,Joe Riggs,Mario Yamasaki,2016-02-21,"Pittsburgh, Pennsylvania, USA",Red,False,Middleweight,3,0,1,0,2.3636363636363598,1.72727272727273,5.63636363636364,3.3636363636363598,13.6363636363636,5.63636363636364,10.272727272727302,6.0,26.181818181818198,12.3636363636364,0.0909090909090909,1.0,0.9090909090909091,1.1818181818181799,0.18181818181818202,29.5454545454545,15.0,0.465454545454546,0.18181818181818202,1.90909090909091,1.1818181818181799,0.6390909090909089,37.545454545454504,22.6363636363636,1,6,4.27272727272727,2.7272727272727297,5.18181818181818,3.6363636363636402,15.3636363636364,5.0,2.7272727272727297,2.0,16.5454545454545,6.27272727272727,0.272727272727273,2.45454545454545,1.6363636363636398,0.9090909090909091,0.36363636363636404,23.2727272727273,10.6363636363636,0.466363636363636,0.545454545454545,2.2727272727272703,0.6363636363636359,0.207272727272727,50.0,34.636363636363605,18,361.72727272727303,0,0,0,1,1,1,1,5,Southpaw,182.88,177.8,185,0,1,0,11.714285714285701,8.571428571428571,11.0,7.5,97.0,39.7142857142857,1.0,0.7857142857142858,81.4285714285714,26.428571428571402,0.0,15.857142857142902,13.0,0.28571428571428603,0.0714285714285714,109.0,48.0,0.461428571428571,0.42857142857142894,1.42857142857143,0.214285714285714,0.0535714285714286,122.785714285714,60.1428571428571,4,7,13.5714285714286,8.28571428571429,11.142857142857098,7.71428571428571,72.1428571428571,27.357142857142897,3.4285714285714306,2.28571428571429,61.5,18.7857142857143,0.0714285714285714,11.642857142857098,10.2857142857143,1.35714285714286,0.0714285714285714,86.7142857142857,37.3571428571429,0.4528571428571429,0.3571428571428571,4.21428571428571,1.5,0.38714285714285707,100.07142857142901,48.428571428571395,36,710.285714285714,0,0,2,3,0,1,1,7,Orthodox,187.96,193.04,185.0,33.0,29.0,-225,185
1583,1584,James Krause,Shane Campbell,Keith Peterson,2016-02-21,"Pittsburgh, Pennsylvania, USA",Red,False,Lightweight,3,0,1,0,11.5,6.5,5.5,3.0,49.0,24.5,8.5,7.0,37.5,15.5,0.0,14.0,12.5,0.5,0.5,63.0,34.5,0.53,0.0,4.0,1.0,0.2,80.0,49.0,1,1,12.5,8.0,7.5,4.0,45.0,21.5,16.5,9.0,53.0,24.0,1.0,3.5,2.5,1.5,0.0,69.0,34.5,0.51,0.0,8.0,1.0,0.07,99.0,54.5,4,596.5,0,0,0,1,0,0,0,1,Orthodox,182.88,180.34,155,0,1,0,11.5,7.5,3.5,1.8333333333333302,106.666666666667,46.6666666666667,1.8333333333333302,0.666666666666667,88.8333333333333,33.5,0.0,11.666666666666698,8.16666666666667,0.33333333333333304,0.33333333333333304,112.0,49.1666666666667,0.4583333333333329,0.33333333333333304,3.0,0.33333333333333304,0.25,119.666666666667,55.5,1,3,19.3333333333333,11.333333333333302,6.16666666666667,4.16666666666667,114.5,38.0,2.6666666666666696,1.5,92.3333333333333,23.3333333333333,0.33333333333333304,11.666666666666698,9.0,0.5,0.166666666666667,123.333333333333,43.6666666666667,0.33333333333333304,0.0,1.16666666666667,0.833333333333333,0.4166666666666671,128.333333333333,48.0,12,550.666666666667,0,0,0,0,1,2,0,3,Orthodox,187.96,185.42,170.0,29.0,29.0,-185,160
1584,1585,Alex Garcia,Sean Strickland,Bill Bookwalter,2016-02-21,"Pittsburgh, Pennsylvania, USA",Blue,False,Welterweight,3,0,1,0,6.25,2.75,10.0,5.5,107.75,31.5,15.25,8.75,118.5,38.0,0.25,8.25,5.0,1.0,0.0,133.0,45.75,0.385,0.75,3.0,1.75,0.5825,140.5,51.5,2,1,21.25,9.0,5.5,2.25,104.0,31.75,0.75,0.25,76.5,18.5,0.0,12.5,6.75,0.0,0.0,110.25,34.25,0.35,0.0,2.0,0.5,0.3325,113.75,37.5,10,743.25,0,0,1,1,0,1,0,3,Orthodox,185.42,193.04,170,0,1,0,3.75,2.0,5.75,3.25,62.75,19.75,4.25,1.75,68.25,22.0,0.5,0.75,0.75,2.5,0.25,72.75,24.75,0.35,0.0,5.75,4.0,0.535,90.25,39.25,2,1,8.25,4.25,10.5,6.75,71.0,21.0,2.5,1.5,68.75,18.75,0.0,7.0,6.25,0.5,0.25,84.0,29.25,0.345,0.0,1.75,0.75,0.125,116.5,59.5,10,685.75,0,0,1,1,1,0,0,3,Orthodox,175.26,182.88,170.0,24.0,28.0,-105,-115
1585,1586,Daniel Sarafian,Oluwale Bamgbose,James Chappell,2016-02-21,"Pittsburgh, Pennsylvania, USA",Blue,False,Middleweight,3,1,0,0,2.0,2.0,0.0,0.0,11.0,7.0,1.0,0.0,6.0,1.0,0.0,4.0,4.0,0.0,0.0,12.0,7.0,0.58,0.0,0.0,0.0,0.0,29.0,23.0,0,1,0.0,0.0,0.0,0.0,3.0,0.0,15.0,11.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,0.61,0.0,1.0,1.0,1.0,27.0,20.0,1,152.0,0,0,0,0,0,0,0,0,Switch,180.34,198.12,185,0,1,0,6.8,4.4,1.4,0.8,38.6,17.8,0.2,0.2,30.0,11.2,0.2,3.4,3.2,0.8,0.0,40.2,18.8,0.6,0.4,2.8,0.2,0.2,45.2,23.6,1,3,5.6,3.4,2.4,1.2,50.0,19.6,6.4,3.8,48.8,16.8,0.2,4.4,4.4,2.4,0.2,58.8,24.6,0.408,0.2,2.6,1.2,0.282,73.0,36.4,10,494.6,0,0,0,0,1,1,0,2,Orthodox,175.26,185.42,185.0,28.0,33.0,-130,110
1587,1588,Jonavin Webb,Nathan Coy,Keith Peterson,2016-02-21,"Pittsburgh, Pennsylvania, USA",Blue,False,Welterweight,3,1,0,0,0.0,0.0,0.0,0.0,25.0,9.0,2.0,2.0,24.0,10.0,0.0,3.0,1.0,0.0,0.0,27.0,11.0,0.4,0.0,1.0,1.0,1.0,30.0,14.0,0,1,3.0,1.0,2.0,1.0,17.0,5.0,0.0,0.0,13.0,3.0,0.0,3.0,2.0,0.0,0.0,19.0,6.0,0.31,1.0,0.0,0.0,0.0,21.0,8.0,1,166.0,0,0,0,0,0,0,0,0,Southpaw,177.8,175.26,170,1,0,0,6.0,2.0,7.0,3.0,56.0,18.0,4.0,2.0,56.0,19.0,1.0,5.0,2.0,2.0,0.0,67.0,23.0,0.34,2.0,8.0,2.0,0.25,80.0,33.0,0,1,2.0,2.0,0.0,0.0,62.0,22.0,20.0,9.0,53.0,13.0,0.0,27.0,16.0,1.0,1.0,82.0,31.0,0.37,0.0,0.0,0.0,0.0,98.0,44.0,3,900.0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,170.0,37.0,26.0,-260,220
1588,1589,Marion Reneau,Ashlee Evans-Smith,James Chappell,2016-02-21,"Pittsburgh, Pennsylvania, USA",Blue,False,Women's Bantamweight,3,1,0,0,6.0,5.0,12.0,10.0,4.0,1.0,0.0,0.0,9.0,5.0,0.0,1.0,1.0,1.0,0.0,16.0,11.0,0.68,0.0,2.0,1.0,0.5,33.0,25.0,0,1,3.0,2.0,9.0,5.0,1.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.5,1.0,2.0,1.0,0.5,21.0,16.0,1,299.0,0,0,0,0,0,0,0,0,Orthodox,172.72,170.18,125,1,0,0,17.0,8.66666666666667,6.0,4.0,97.6666666666667,35.0,0.33333333333333304,0.0,79.0,24.6666666666667,0.0,8.0,5.66666666666667,0.0,0.0,104.0,39.0,0.3633333333333329,0.33333333333333304,0.0,0.0,0.0,108.0,42.3333333333333,2,1,18.6666666666667,9.66666666666667,3.3333333333333304,2.3333333333333304,99.0,30.6666666666667,0.666666666666667,0.0,65.3333333333333,13.0,0.33333333333333304,19.0,10.3333333333333,0.0,0.0,103.0,33.0,0.33333333333333304,0.0,1.33333333333333,0.33333333333333304,0.33333333333333304,109.0,37.0,7,638.0,0,0,0,1,0,1,0,2,Orthodox,167.64,172.72,135.0,28.0,38.0,-190,165
1590,1591,Anthony Hamilton,Shamil Abdurakhimov,Chip Snider,2016-02-21,"Pittsburgh, Pennsylvania, USA",Blue,False,Heavyweight,3,1,0,0,1.0,0.0,3.0,0.0,22.0,9.0,0.0,0.0,19.0,5.0,0.0,5.0,4.0,0.0,0.0,25.0,9.0,0.36,0.0,1.0,0.0,0.0,27.0,11.0,0,1,6.0,1.0,12.0,8.0,29.0,3.0,18.0,11.0,44.0,14.0,0.0,9.0,7.0,2.0,0.0,59.0,22.0,0.37,0.0,2.0,1.0,0.5,72.0,33.0,1,297.0,0,0,0,0,0,0,0,0,Orthodox,190.5,193.04,235,0,1,0,26.75,26.25,13.5,12.5,9.0,3.5,23.5,21.75,17.0,9.5,0.0,2.25,2.0,1.25,0.0,46.0,37.75,0.6275,0.0,2.75,2.0,0.395,59.5,50.75,1,2,6.0,5.5,9.75,8.0,16.0,6.0,2.0,2.0,20.0,9.25,0.25,1.75,1.25,0.25,0.0,27.75,16.0,0.525,0.25,2.5,0.5,0.145,44.5,31.5,7,407.0,0,0,0,1,1,0,0,2,Orthodox,195.58,193.04,260.0,34.0,35.0,105,-125
1591,1592,Johny Hendricks,Stephen Thompson,John McCarthy,2016-02-06,"Las Vegas, Nevada, USA",Blue,False,Welterweight,5,0,5,0,14.4285714285714,10.0,6.571428571428571,5.0,72.8571428571429,34.1428571428571,5.28571428571429,3.5714285714285694,65.28571428571429,28.142857142857103,1.0,5.0,4.57142857142857,0.7142857142857142,0.14285714285714302,84.71428571428571,42.7142857142857,0.52,0.0,1.28571428571429,0.7142857142857142,0.261428571428571,94.42857142857142,51.1428571428571,5,1,12.4285714285714,7.28571428571429,11.4285714285714,8.0,52.0,17.428571428571402,3.14285714285714,2.28571428571429,42.1428571428571,10.857142857142902,0.14285714285714302,12.0,9.571428571428571,0.7142857142857142,0.14285714285714302,66.5714285714286,27.714285714285698,0.39,0.14285714285714302,3.28571428571429,0.7142857142857142,0.0542857142857143,82.71428571428571,41.4285714285714,14,547.428571428571,0,0,0,2,4,0,0,6,Orthodox,182.88,190.5,170,0,1,0,5.4666666666666694,4.0,16.6,11.933333333333302,77.1333333333333,30.6,5.86666666666667,4.26666666666667,81.6666666666667,31.733333333333302,0.4,12.466666666666699,11.066666666666698,1.13333333333333,0.0,99.6,46.8,0.5466666666666671,0.4,6.93333333333333,3.6,0.342666666666667,127.8,73.0666666666667,6,3,15.733333333333302,11.2,16.3333333333333,10.5333333333333,77.1333333333333,29.8666666666667,3.4,3.2,75.7333333333333,28.0666666666667,0.0,5.4,4.33333333333333,0.2,0.0,96.8666666666667,43.6,0.3613333333333329,0.133333333333333,1.9333333333333302,0.666666666666667,0.154,117.53333333333299,63.2666666666667,42,754.8,3,1,2,4,5,0,0,12,Southpaw,175.26,175.26,185.0,32.0,32.0,-290,245
1592,1593,Roy Nelson,Jared Rosholt,Herb Dean,2016-02-06,"Las Vegas, Nevada, USA",Red,False,Heavyweight,3,0,3,0,7.71428571428571,6.142857142857139,10.0,7.28571428571429,27.0,8.428571428571429,14.714285714285701,10.857142857142902,39.0,15.857142857142902,0.0,5.0,4.57142857142857,3.14285714285714,0.0,51.71428571428571,26.571428571428598,0.5371428571428571,0.14285714285714302,4.142857142857141,1.85714285714286,0.37857142857142895,103.0,72.71428571428571,3,1,6.857142857142861,4.42857142857143,7.0,4.0,29.714285714285698,10.1428571428571,3.71428571428571,3.0,32.4285714285714,11.714285714285701,0.42857142857142894,1.14285714285714,1.0,0.28571428571428603,0.0,40.4285714285714,17.1428571428571,0.46,0.0,1.57142857142857,0.5714285714285711,0.25,66.0,40.4285714285714,19,784.714285714286,0,0,0,5,1,0,0,6,Orthodox,187.96,190.5,265,3,0,0,3.8,2.53333333333333,8.6,4.26666666666667,48.6,15.066666666666698,3.0,2.3333333333333304,54.0,17.266666666666698,0.5333333333333329,2.4,1.8666666666666698,0.46666666666666706,0.0,60.2,21.6666666666667,0.3866666666666671,0.0666666666666667,2.2666666666666697,0.5333333333333329,0.137333333333333,70.0666666666667,30.9333333333333,3,8,15.0,12.2,19.466666666666697,14.4,70.9333333333333,35.4,1.2,1.06666666666667,71.2666666666667,33.6666666666667,0.133333333333333,5.33333333333333,5.0,0.46666666666666706,0.0,91.6,50.866666666666696,0.512,0.0,1.8,0.733333333333333,0.131333333333333,103.2,61.866666666666696,34,593.533333333333,1,0,0,0,7,0,0,7,Orthodox,182.88,182.88,263.0,29.0,39.0,-115,-105
1593,1594,Ovince Saint Preux,Rafael Feijao,Yves Lavigne,2016-02-06,"Las Vegas, Nevada, USA",Red,False,Light Heavyweight,3,2,0,0,2.75,1.75,5.25,4.0,33.0,12.0,2.75,2.25,36.5,15.25,0.25,1.75,1.25,0.0,0.0,41.0,18.25,0.4825,0.0,0.0,0.0,0.0,44.5,21.5,1,3,8.25,6.5,7.5,5.5,45.0,18.5,16.75,13.0,51.5,22.0,0.25,9.5,8.5,0.75,0.0,69.25,37.0,0.535,0.0,7.75,3.75,0.25,102.25,64.25,8,473.0,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,205,1,0,0,5.875,4.125,3.875,2.125,33.625,13.625,3.875,2.875,33.0,12.75,0.25,2.5,1.75,0.875,0.125,41.375,18.625,0.5425,0.25,1.625,0.625,0.3125,45.25,22.375,4,2,4.75,2.875,4.125,3.125,21.5,8.875,8.75,6.375,22.75,10.625,0.0,6.875,4.875,2.0,0.0,34.375,18.375,0.53,0.25,5.125,1.875,0.1625,55.875,36.875,17,487.125,0,1,0,0,4,1,0,6,Southpaw,190.5,203.2,205.0,35.0,32.0,-420,335
1594,1595,Joseph Benavidez,Zach Makovsky,John McCarthy,2016-02-06,"Las Vegas, Nevada, USA",Red,False,Flyweight,3,1,0,0,6.8,4.2,3.2,2.2,54.6,20.0,9.0,6.4,52.0,17.6,0.0,8.0,6.8,3.0,0.6,66.8,28.6,0.45,0.2,11.2,3.6,0.37,91.0,50.6,2,2,8.6,6.2,12.2,7.2,52.8,15.0,7.4,4.8,57.8,16.0,0.0,6.0,4.8,1.6,0.4,72.4,27.0,0.368,0.2,2.8,1.2,0.37200000000000005,115.0,66.8,15,900.0,0,0,0,3,0,0,0,3,Southpaw,162.56,162.56,125,0,4,0,18.6666666666667,10.5,8.83333333333333,5.91666666666667,106.75,34.5833333333333,5.66666666666667,3.5,87.9166666666667,24.1666666666667,0.33333333333333304,14.666666666666698,9.33333333333333,2.0833333333333304,0.0833333333333333,121.25,44.0,0.36,0.33333333333333304,4.0,1.16666666666667,0.23416666666666697,132.583333333333,54.0,4,2,13.166666666666698,9.0,9.08333333333333,5.66666666666667,61.8333333333333,21.1666666666667,2.3333333333333304,1.8333333333333302,54.4166666666667,15.666666666666698,0.0833333333333333,5.66666666666667,4.0,0.33333333333333304,0.0,73.25,28.6666666666667,0.4233333333333329,0.0,3.25,0.916666666666667,0.164166666666667,81.8333333333333,36.25,30,697.0,2,0,0,6,3,1,0,10,Southpaw,162.56,165.1,125.0,32.0,31.0,-420,335
1597,1598,Joshua Burkman,KJ Noons,John McCarthy,2016-02-06,"Las Vegas, Nevada, USA",Red,False,Lightweight,3,2,0,0,16.8,8.6,0.6,0.6,70.2,25.0,0.8,0.4,45.0,12.0,0.2,9.8,5.4,0.0,0.0,71.6,26.0,0.462,0.0,0.0,0.0,0.0,74.6,29.0,2,3,8.2,5.4,1.6,1.2,77.6,26.2,7.0,4.4,70.0,19.0,0.0,8.0,7.4,1.2,0.0,86.2,31.8,0.39799999999999996,0.2,4.4,2.0,0.39399999999999996,98.6,42.4,10,465.2,0,0,0,1,1,0,0,2,Orthodox,177.8,182.88,155,6,0,0,7.307692307692309,4.769230769230769,13.4615384615385,8.53846153846154,49.0,17.0,5.3846153846153895,3.92307692307692,50.769230769230795,16.2307692307692,0.153846153846154,9.76923076923077,8.46153846153846,0.615384615384615,0.0769230769230769,67.8461538461538,29.461538461538503,0.497692307692308,0.307692307692308,5.3846153846153895,2.07692307692308,0.446153846153846,77.1538461538462,38.0769230769231,2,8,9.846153846153848,7.0,14.0,9.461538461538462,51.3846153846154,20.307692307692303,5.846153846153849,4.6153846153846105,55.3846153846154,22.538461538461497,0.153846153846154,6.0,4.846153846153849,0.7692307692307689,0.23076923076923103,71.23076923076921,34.384615384615394,0.453846153846154,0.6923076923076921,3.30769230769231,0.923076923076923,0.274615384615385,103.92307692307699,65.1538461538462,33,691.5384615384621,0,0,1,2,1,1,0,5,Orthodox,177.8,182.88,170.0,33.0,35.0,-130,110
1599,1600,Ray Borg,Justin Scoggins,Herb Dean,2016-02-06,"Las Vegas, Nevada, USA",Blue,False,Flyweight,3,0,1,0,10.8,8.6,5.4,4.4,44.0,21.2,15.2,12.2,48.4,25.0,0.0,5.4,4.2,5.0,0.0,64.6,37.8,0.634,0.6,5.2,3.4,0.6759999999999999,80.0,51.0,2,2,9.8,6.0,5.4,3.8,32.4,9.4,5.2,3.6,29.0,8.4,0.0,4.2,2.4,0.6,0.4,43.0,16.8,0.336,0.8,2.8,0.6,0.084,75.8,46.4,12,666.0,0,0,0,2,1,0,0,3,Southpaw,170.18,167.64,125,0,3,0,4.25,3.5,2.0,0.75,7.5,2.25,18.25,11.75,22.75,10.75,0.0,0.75,0.5,7.0,0.25,27.75,14.75,0.565,2.5,4.5,3.5,0.8625,55.5,39.25,3,1,9.25,7.75,7.75,6.25,14.25,3.75,5.0,4.25,16.5,5.5,0.0,1.25,1.0,0.75,0.75,27.0,14.25,0.3575,0.0,1.25,0.5,0.125,54.5,40.25,10,678.25,0,0,0,1,0,2,0,3,Orthodox,162.56,160.02,135.0,23.0,22.0,-185,160
1600,1601,Noad Lahat,Diego Rivas,Mark Smith,2016-02-06,"Las Vegas, Nevada, USA",Blue,False,Featherweight,3,0,1,0,4.0,2.0,3.0,2.0,27.0,8.0,10.0,5.0,33.0,10.0,0.0,3.0,3.0,6.0,3.0,40.0,15.0,0.37,0.0,3.0,2.0,0.66,77.0,46.0,1,0,10.0,8.0,3.0,2.0,39.0,10.0,5.0,5.0,35.0,7.0,0.0,2.0,2.0,6.0,1.0,47.0,17.0,0.36,0.0,6.0,2.0,0.33,86.0,53.0,3,900.0,0,0,0,1,0,0,0,1,Orthodox,172.72,175.26,145,0,2,0,7.66666666666667,4.33333333333333,13.333333333333302,9.66666666666667,47.6666666666667,16.0,10.0,7.33333333333333,56.0,23.0,0.0,7.33333333333333,5.66666666666667,2.0,1.0,71.0,33.0,0.46666666666666706,1.0,7.33333333333333,1.6666666666666698,0.18666666666666698,104.666666666667,64.3333333333333,2,1,5.66666666666667,2.6666666666666696,4.33333333333333,2.0,41.6666666666667,14.333333333333302,2.6666666666666696,0.666666666666667,40.0,11.666666666666698,0.33333333333333304,3.0,2.6666666666666696,2.0,0.666666666666667,48.6666666666667,17.0,0.313333333333333,0.33333333333333304,1.6666666666666698,1.33333333333333,0.266666666666667,62.6666666666667,28.0,7,653.0,0,1,0,1,0,0,0,2,Orthodox,175.26,175.26,145.0,24.0,31.0,-350,290
1602,1603,Artem Lobov,Alex White,Mark Smith,2016-02-06,"Las Vegas, Nevada, USA",Blue,False,Featherweight,3,2,0,0,29.0,16.3333333333333,14.0,7.33333333333333,101.333333333333,30.3333333333333,2.3333333333333304,2.3333333333333304,86.6666666666667,21.6666666666667,0.33333333333333304,2.0,2.0,0.33333333333333304,0.33333333333333304,117.666666666667,40.0,0.4233333333333329,0.33333333333333304,1.0,0.33333333333333304,0.11,126.0,47.3333333333333,1,2,16.3333333333333,7.66666666666667,6.33333333333333,4.33333333333333,107.666666666667,34.0,4.66666666666667,2.6666666666666696,89.3333333333333,24.3333333333333,0.666666666666667,13.0,9.0,0.0,0.0,118.666666666667,41.0,0.37,0.666666666666667,2.0,1.0,0.2,119.333333333333,41.6666666666667,7,572.0,0,0,0,0,1,0,0,1,Southpaw,182.88,180.34,155,1,0,0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,11.0,2.0,0.18,0.0,0.0,0.0,0.0,26.0,13.0,0,1,8.0,1.0,0.0,0.0,24.0,9.0,17.0,14.0,25.0,15.0,0.0,8.0,7.0,1.0,0.0,41.0,23.0,0.56,1.0,3.0,1.0,0.33,201.0,169.0,3,900.0,1,0,0,0,0,0,0,0,Southpaw,175.26,165.1,145.0,27.0,29.0,-135,115
1603,1604,Anthony Johnson,Ryan Bader,Keith Peterson,2016-01-30,"Newark, New Jersey, USA",Red,False,Light Heavyweight,5,0,5,0,5.29411764705882,3.6470588235294104,5.29411764705882,3.4705882352941204,50.5294117647059,15.0588235294118,13.705882352941199,9.58823529411765,58.4117647058824,19.8235294117647,0.3529411764705879,5.82352941176471,4.64705882352941,2.0,0.0,69.5294117647059,28.1176470588235,0.3929411764705879,0.294117647058824,5.705882352941179,2.41176470588235,0.287058823529412,95.2352941176471,51.4117647058824,5,4,6.411764705882349,3.76470588235294,2.88235294117647,1.70588235294118,51.17647058823529,12.294117647058801,2.05882352941176,1.4117647058823501,46.29411764705879,9.352941176470589,0.17647058823529396,3.41176470588235,2.29411764705882,0.17647058823529396,0.0,56.1176470588235,15.411764705882401,0.28588235294117603,0.294117647058824,1.52941176470588,0.3529411764705879,0.147058823529412,62.94117647058821,22.1176470588235,41,643.411764705882,1,0,1,8,3,1,0,13,Orthodox,187.96,187.96,205,0,1,0,4.1875,3.0625,5.125,3.5625,32.75,12.5,8.5625,5.4375,37.5,14.625,0.75,4.75,3.8125,0.5,0.0625,46.4375,21.5,0.485625,0.3125,1.875,1.125,0.305,66.9375,39.625,3,5,3.5,1.5,2.625,1.5,25.0,6.875,3.5625,2.75,23.25,6.4375,0.0,4.4375,3.1875,0.625,0.0625,31.1875,11.125,0.321875,0.75,1.75,0.375,0.085625,45.1875,24.5625,29,401.4375,1,0,0,2,9,0,0,11,Orthodox,187.96,198.12,205.0,32.0,31.0,-250,210
1604,1605,Josh Barnett,Ben Rothwell,Gary Copeland,2016-01-30,"Newark, New Jersey, USA",Blue,False,Heavyweight,3,0,3,0,3.875,3.5,5.625,4.0,26.5,10.125,9.5,6.375,36.625,16.125,0.375,1.125,0.875,2.0,0.0,41.625,20.5,0.43875,0.375,2.625,0.875,0.10625,56.0,32.125,3,3,5.375,4.625,6.25,3.875,27.0,14.0,16.875,11.75,41.375,21.625,0.0,3.375,3.375,1.0,0.375,50.125,29.625,0.5975,0.5,2.625,1.25,0.23375,69.125,47.125,16,444.5,0,0,0,1,3,1,0,5,Orthodox,193.04,198.12,265,0,1,0,12.625,11.5,24.125,19.25,24.0,10.875,12.75,7.875,44.75,23.375,0.125,3.5,3.125,1.25,0.0,60.875,38.0,0.64875,0.5,0.625,0.5,0.375,86.125,62.0,4,2,4.0,3.25,11.625,7.375,19.0,7.375,5.875,3.625,28.625,12.375,0.125,3.875,2.75,1.375,0.125,36.5,18.375,0.60125,0.125,2.5,1.0,0.20375,49.5,30.125,16,526.5,1,0,0,1,4,1,0,6,Orthodox,190.5,198.12,250.0,34.0,38.0,-140,120
